Product,Category,Brand,Price,Seller_name,Average_Product_rating,Buyer_comments,Buyer_comment_title,Buyer_product_review
Logitech MK-270R Wireless Combo Of Keyboard And Mouse (920-006316) - Black,Computing & Gaming,Logitech,Rs4180,Neoteric Nepal Pvt Ltd,0,,,
Wireless Wifi 300Mbps Range Wi-fi Router Repeater,Computing & Gaming,,Rs1699,sastotrade,0,,,
iMice X9 Gaming Mouse 3200 DPI USB Wired Optical LED,Computing & Gaming,,Rs1199,Onlineshopgroup,0,,,
Netis DL4312 150Mbps Single Antenna ADSL Router - (White),Computing & Gaming,Netis,Rs2520,Sonam Vision,0,,,
Wireless Wifi Receiver & Adapter With Wifi Antenna,Computing & Gaming,,Rs599,Aafno Pasal,4,,,
"Lenovo NAVA 15.6"" Classic Backpack- Black ",Computing & Gaming,Lenovo,Rs3750,Megatech Nepal,0,,,
Fantech FTM-W529  Wireless Gaming Mouse- Black,Computing & Gaming,,Rs799,sastotrade,0,,,
"Dell Inspiron 5379 / i5/ 8th Gen/ 8GB/ 1TB/ 13.3"" 360 Degree Full HD Laptop - (Grey)",Computing & Gaming,Dell,Rs77500,Ezone,0,,,
USB Air Conditioner Shaped Mini Cooler Fan,Computing & Gaming,,Rs590,sastotrade,1,,,
LB-Link BL-WR1100A 150Mbps Wireless DSL Router,Computing & Gaming,LB-Link,Rs1999,Gadget Guru,0,,,
Logitech G15 Gaming Keyboard (920-000615) - Black/Silver,Computing & Gaming,Logitech,Rs10137,Neoteric Nepal Pvt Ltd,0,,,
Plastic Braided HDMI Extension Cable- 20M,Computing & Gaming,,Rs1149,Gadget Guru,0,,,
Black Laptop Cover Bag (14 Inches),Computing & Gaming,,Rs185,NDR Gadget,0,,,
Logitech MK-275 Wireless Combo Of Keyboard And Mouse (920-008460) - Black,Computing & Gaming,Logitech,Rs4750,Neoteric Nepal Pvt Ltd,0,,,
Mini USB Wifi Wireless 300mbps Adapter 802-11N,Computing & Gaming,,Rs699,Gadget Guru,0,,,
Lanjue L600 Computer Game Handle PC Games Single USB Joystick,Computing & Gaming,,Rs399,aarush31,4,,It Works ,80
Air Conditioner Shaped USB Mini Cooler Fan-Blue,Computing & Gaming,,Rs599,NDR Gadget,0,,,
Ergostand Laptop Cooler Pad,Computing & Gaming,,Rs699,Gadget Guru,0,,,
Logitech M185 Wireless Optical Mouse - (910-002502),Computing & Gaming,Logitech,Rs2232,Neoteric Nepal Pvt Ltd,0,,,
HP Omen 880-020T/ i7-7700k/ 16GB/ 2TB/ NVIDIA GTX 1080 8GB GRAPHICS Casing With Keyboard And Mouse-Black,Computing & Gaming,HP,Rs240000,ibase technologies,0,,,
LB-Link BL-WR1100A 150Mbps Wireless DSL Router-White,Computing & Gaming,LB-Link,Rs1999,e dokaan,0,,,
Logitech F710 Wireless Gamepad  (940-000119) - Silver/Black,Computing & Gaming,Logitech,Rs6900,Neoteric Nepal Pvt Ltd,0,,,
Netis WF2409E 300 Mbps Three Antenna DSL Router - (White),Computing & Gaming,Netis,Rs2160,Sonam Vision,0,,,
Dell Inspiron 3668/ i5/ 7th Gen/ 8 GB/ 1 TB/ Desktop Casing With Keyboard & Mouse - Black,Computing & Gaming,Dell,Rs61000,ibase technologies,0,,,
Lightning 8-Pin To HDMI Female Video Adapter With Micro USB Charging Cable,Computing & Gaming,,Rs1499,Onlineshopgroup,0,,,
USB Type C To HDMI DVI VGA Multi-Port Adapter- Metallic,Computing & Gaming,,Rs3799,Onlineshopgroup,0,,,
Logitech M170 Wireless Optical Mouse - (910-004658),Computing & Gaming,Logitech,Rs1680,Neoteric Nepal Pvt Ltd,0,,,
VGA Y Splitter Cable,Computing & Gaming,,Rs449,sastotrade,0,,,
"Dell Inspiron 3467/ i5/ 7th Gen/ 4GB/ 1TB/ 14"" Laptop",Computing & Gaming,Dell,Rs57000,Energy Vision Computer,0,,,
Logitech M337 Wireless Optical Mouse - (910-004533),Computing & Gaming,Logitech,Rs5215,Neoteric Nepal Pvt Ltd,0,,,
Blue/White Machapuchhre Printed Mouse Pad  (Hand Rest),Computing & Gaming,,Rs250,Crafts Souvenir,0,,,
Logitech C-270H USB HD Webcam (960-000627) - Black,Computing & Gaming,Logitech,Rs4775,Neoteric Nepal Pvt Ltd,0,,,
31 In 1 Screw Driver Set,Computing & Gaming,,Rs170,softvisionmultisolution,2.3,,,
"ILIFE ZED PC Intel Celeron/ 3GB/ 500GB/ 17.3"" All In One PC - (Silver)",Computing & Gaming,ILIFE,Rs42900,Neoteric Nepal Pvt Ltd,0,,,
"Combo Of Laptop Keyboard Skin 14"" + USB Light",Computing & Gaming,,Rs99,Aafno Pasal,0,,,
"15.6"" Laptop Keyboard Skin",Computing & Gaming,,Rs59,Aafno Pasal,3.3,,,
"Acer E5-576G/ i5/ 7th Gen/ 4 GB/ 1TB/ NVIDIA 2GB GeForce MX150 Graphics/ 15.6"" Laptop",Computing & Gaming,Acer,Rs61000,Energy Vision Computer,0,,,
Logitech MK-215 Wireless Combo Of Keyboard And Mouse (920-007444) - Black,Computing & Gaming,Logitech,Rs3630,Neoteric Nepal Pvt Ltd,0,,,
USB Joystick For Laptop And PC,Computing & Gaming,,Rs339,Best Choice,4,,,
Black Mini Wireless Touchpad Keyboard,Computing & Gaming,,Rs1100,AB Tech,0,,,
Lanjue USB Joystick/Gamepad For Pc/Laptop,Computing & Gaming,,Rs400,aarush31,0,,,
Transcend 1TB StoreJet M3 Military Drop Tested USB 3.0 External Hard Drive,Computing & Gaming,Transcend,Rs7340,Orbit Computer,0,,,
Anti-Theft Backpack New Design- Black,Computing & Gaming,,Rs1999,Gadget Guru,4,,,
HDMI Cable (1.5m),Computing & Gaming,,Rs125,Orange computer,0,,,
Laptop Inner Soft Bag 15.6 Inches,Computing & Gaming,,Rs190,Best Choice,3.3,,,
USB 2.0 Virtual 7.1 Channel Audio Sound Card Adapter,Computing & Gaming,,Rs179,KpItSolution,4.5,,,
Mobile Game Joystick-Black,Computing & Gaming,,Rs299,NDR Gadget,0,,,
"HP Pavilion 15 i7/ 8th Gen/ 12GB/ 1TB/ 2GB/ 15.6"" Laptop - Silver/Blue",Computing & Gaming,HP,Rs101475,IT Mart,0,,,
Wireless Mouse,Computing & Gaming,,Rs344,KpItSolution,4.1,,,
Combo Of Wireless Keyboard With Number Pad And Mouse,Computing & Gaming,,Rs947,KpItSolution,4.5,,,
Type-C to USB 3.0 OTG Adapter Connector ,Computing & Gaming,,Rs119,Gadget Guru,0,,,
Black USB Joystick,Computing & Gaming,,Rs295,Aafno Pasal,2,,,
Dell Alienware Area 51/ i7-6800K/ 16 GB/ 2 TB/ Gaming Desktop Tower - Black,Computing & Gaming,Dell,Rs190000,ibase technologies,0,,,
"Dell Inspiron 7567/ i7/ 7th Gen/ 16 GB RAM/ 128 GB SSD +1 TB HDD/ GTX 1050Ti 4 GB Graphics/ 15.6"" Full HD Laptop",Computing & Gaming,Dell,Rs126900,Techbyte Computer,0,,,
"HP Pavilion 15-CD002 AMD Quad-Core A6-9220/ 1TB/4GB 15.6"" Laptop-(Rose Gold)",Computing & Gaming,HP,Rs58990,Logix Digital Systems Pvt. Ltd.,0,,,
"130"" Big Screen 3D LED Portable 1200 Lumen WiFi Projector HD",Computing & Gaming,,Rs8299,KpItSolution,3.3,,Decent quality ,60
4 Port USB Hub,Computing & Gaming,,Rs119,KpItSolution,4.2,,"Good,Thikai","10,80"
FANTECH MP25 Gaming Mouse Pad,Computing & Gaming,,Rs299,Aafno Pasal,5,,,
"Acer Aspire E15-576G/ i5/ 8th-8250U/ 1TB/ 8GB MX 150 2GB 15.6"" FHD Laptop",Computing & Gaming,Acer,Rs71000,Max International,0,,,
Lenovo Ideapad 110/ i3/  6th Gen/ 8GB / 1TB / HD 15.6'' Laptop - Black,Computing & Gaming,Lenovo,Rs45000,Note Book Fever,0,,,
HP Pavilion-15-AU/ i5/ 7th Gen/ 8GB / 1TB / FHD 15.6'' Laptop - Silver,Computing & Gaming,HP,Rs73500,Note Book Fever,0,,,
"Acer Aspire E5-575-33BM i3 7th Gen 4GB/1TB 15.6"" Laptop",Computing & Gaming,Acer,Rs47500,Techbyte Computer,0,,,
"Dell 3552 /Celeron N3700 / 4GB/ 500GB/ 15.6"" Laptop - Black",Computing & Gaming,Dell,Rs32500,Ezone,5,,,
"Dell Inspiron 15 3552 Intel Celeron 6th Gen 4GB/1TB HDD/Win 10 15.6"" Laptop- BLK",Computing & Gaming,Dell,Rs33900,Techbyte Computer,0,,,
Dell Inspiron 5559/ i5/ 6th Gen/ 8GB / 1TB / HD 15.6'' Laptop - Silver,Computing & Gaming,Dell,Rs61000,Note Book Fever,0,,,
"HP 14-AM  i5 7th Gen/ 4GB/ 1TB/ 2GB 14"" Laptop- Turbo Silver",Computing & Gaming,HP,Rs79000,Max International,5,,,
"Lenovo ThinkPad L450 5th Gen i5/8GB/500GB 14"" Laptop-Black",Computing & Gaming,Lenovo,Rs80445,Max International,1,,,
"Dell Latitude e3380 /i3 /6thGen/4GB/128ssd 13.3"" Touch Laptop",Computing & Gaming,Dell,Rs49990,Logix Digital Systems Pvt. Ltd.,0,,,
"Lenovo Flex 5 /i3 / 7thGen /4GB /500GB/14.0"" Laptop",Computing & Gaming,Lenovo,Rs59990,Logix Digital Systems Pvt. Ltd.,0,,,
"Dell Inspiron 5570 i5 8thGen 8GB/1TB/  15.6"" Laptop",Computing & Gaming,Dell,Rs74990,Logix Digital Systems Pvt. Ltd.,0,,,
"Dell Inspiron 5468/ i5 / 7thGen / 4GB /1TB HDD /  14""  Laptop",Computing & Gaming,Dell,Rs62100,Max International,0,,,
"Dell Inspiron 3458  i5 5th Gen 500GB/4GB/5400 NVDIA Graphics 14""  Laptop",Computing & Gaming,Dell,Rs63590,Neoteric Nepal Pvt Ltd,0,,,
"Acer Spin 5 /i5 /7th Gen /8GB RAM /256GB SSD /13.3"" Touch 360 Degree Full HD Laptop - (Black)",Computing & Gaming,Acer,Rs66500,Ezone,0,,,
ASUS X441UA VivoBook Max 1TB Storage Laptop With Backpack & Mouse - (Silver),Computing & Gaming,ASUS,Rs45900,Technoshoppe,0,,,
Dell 3567 i3 6th Gen 4GB RAM/1TB HDD 15.6'' Laptop,Computing & Gaming,Dell,Rs46000,Orbit Computer,0,,,
"Dell Inspiron 3567 /i3 /6thGen/4GB/500GB 15.6"" Laptop",Computing & Gaming,Dell,Rs40990,Logix Digital Systems Pvt. Ltd.,3,,,
Lenovo ThinkPad L470 i5 7th Gen 8GB/500GB 14 Inch HD LED Anti Glare Laptop,Computing & Gaming,Lenovo,Rs87125,Megatech Nepal,0,,,
"HP 210 G1 /i3 /4thGen /4GB /500HDD / 11.6"" Touch Laptop",Computing & Gaming,HP,Rs37990,Logix Digital Systems Pvt. Ltd.,0,,,
"Dell Inspiron 14 5468/ i7/ 7th Gen/ 4GB/ 256GB/ 2GB AMD Radeon Graphics/ 14"" Laptop",Computing & Gaming,Dell,Rs81605,Neoteric Nepal Pvt Ltd,0,,,
"HP Pavilion 15 / i7 / 7th Gen 7500U / 1TB / 12GB / Nvidia 2GB / Touch / 15.6"" FHD Laptop",Computing & Gaming,HP,Rs89000,IT Global,0,,,
"Dell Inspiron 3567 i3/ 6th Gen/ 1TB/ 4GB 15.6"" Laptop - (Black)",Computing & Gaming,Dell,Rs43000,MICRONETICS,0,,,
HP Envy 13/ i5/ 8th Gen/ 8GB / 256 GB/ FHD 13.3'' Notebook - Silver,Computing & Gaming,HP,Rs93500,Note Book Fever,0,,,
HP 14-AY/ i5/7th Gen/ 4GB / 1TB / HD 14'' Notebook - Silver,Computing & Gaming,HP,Rs61000,Note Book Fever,0,,,
HP 15-AY/ I7/ 7th Gen/ 8GB / 1TB / HD 15.6'' Laptop - Silver,Computing & Gaming,HP,Rs77000,Note Book Fever,0,,,
"Dell Inspiron 15 5570 i5/ 8th Gen/ 4 GB RAM /1 TB HDD /2 GB Graphics/ 15.6"" FHD Laptop",Computing & Gaming,Dell,Rs66400,Techbyte Computer,0,,,
HP Probook-440-G1/ i5/ 4th Gen/ 4GB / 500GB / HD 14'' Notebook - Black/Silver,Computing & Gaming,HP,Rs46500,Note Book Fever,0,,,
"Dell Inspiron 14 5468/ i5/ 7th Gen/ 4GB/ 1TB/ 2GB AMD Radeon Graphics 14"" Laptop",Computing & Gaming,Dell,Rs63499,cj infotech,0,,,
Dell Inspiron 5578/ i7 / 7th Gen /8GB / 1TB / FHD 15.6'' Laptop - (Grey),Computing & Gaming,Dell,Rs77500,Note Book Fever,0,,,
"Dell Inspiron 5379 / i5/ 8th Gen/ 8GB/ 1TB/ 13.3"" 360 Degree Full HD Laptop - Silver",Computing & Gaming,Dell,Rs76500,Max International,0,,,
"Dell Inspiron 5570  I7  8GB/ 1TB/ 4GB VGA,  Laptop - (Black)",Computing & Gaming,Dell,Rs84000,MICRONETICS,0,,,
"Dell Inspiron 15 3567/ i5/ 7th Gen/ 4GB/ 1TB/ 2GB AMD Radeon Graphics / 15.6"" Laptop",Computing & Gaming,Dell,Rs63500,cj infotech,0,,,
"Lenovo Ideapad 110/ i5/ 6th Gen/ 4 GB/ 1 TB/ 15.6"" HD Laptop",Computing & Gaming,Lenovo,Rs51500,MICRONETICS,0,,,
"HP Pavilion 15 i5/ 8th Gen/ 8GB/ 1TB/ 15.6"" Laptop - Silver",Computing & Gaming,HP,Rs71750,IT Mart,0,,,
"Dell Inspiron 5379 i7/ 8th Gen/ 8GB/ 256GB/ 13.3"" Laptop - Silver",Computing & Gaming,Dell,Rs86000,Max International,0,,,
"ILIFE Zed Air Plus Intel Celeron/ 6GB/ 500GB / 15.6"" FHD Laptop - (Silver)",Computing & Gaming,ILIFE,Rs35900,Neoteric Nepal Pvt Ltd,0,,,
"ILIFE Zed Air H6 Intel Celeron/ 6GB/ 500GB / 14.0"" HD Laptop - (Silver)",Computing & Gaming,ILIFE,Rs36900,Neoteric Nepal Pvt Ltd,0,,,
"Acer Aspire E15-576G/ i5/ 8th-8250U/ 1TB/ 8GB MX 150 2GB 15.6"" FHD Laptop",Computing & Gaming,Acer,Rs72000,IT Global,5,,,
"ILIFE Zed Air H Intel Atom/ 2GB/ 500GB HDD+32GB eMMC/ 14.0"" HD Laptop - (Silver)",Computing & Gaming,ILIFE,Rs29900,Neoteric Nepal Pvt Ltd,0,,,
Acer Travel Mate Mini/ Intel Celeron Dual Core/ 4 GB/ 128 GB/ 11.6'' Laptop,Computing & Gaming,Acer,Rs33000,Energy Vision Computer,0,,,
"Acer Aspire E-15 576 i5  8th Gen 8GB/1TB HDD/2GB MX 130  15.6""- FHD Laptop",Computing & Gaming,Acer,Rs68500,Max International,5,,,
"Dell Inspiron i7359-8404SLV i7 6th Gen 8GB/256GB/6500U 13.3"" Touchscreen 1920 x 1080 Ultrabook- Silver",Computing & Gaming,Dell,Rs85990,Logix Digital Systems Pvt. Ltd.,0,,,
"Dell 7577 i5 7th Gen 1TB/4GB 15.6"" FHD Gaming Laptop - Black",Computing & Gaming,Dell,Rs109000,Note Book Fever,0,,,
Acer Travel Mate Mini/ Intel Celeron/ 4GB / 320GB / HD 11.6'' Laptop - Black,Computing & Gaming,Acer,Rs30000,Note Book Fever,0,,,
"Dell Inspiron 3552/ Intel Celeron Dual Core/ 4GB / 500GB/ 15.6"" HD Laptop",Computing & Gaming,Dell,Rs30990,Logix Digital Systems Pvt. Ltd.,0,,,
"Dell Inspiron 3567 i3 7th Gen 4GB/1TB 15.6"" Laptop",Computing & Gaming,Dell,Rs43990,Logix Digital Systems Pvt. Ltd.,0,,,
Dell Inspiron 5567/ i7 / 7th Gen /8GB / 1TB / HD 15.6'' Laptop - (Grey),Computing & Gaming,Dell,Rs72900,Note Book Fever,0,,,
Acer Spin 5/ i5/ 7th Gen/ 8GB / 256GB / FHD 13.3'' Notebook - Black,Computing & Gaming,Acer,Rs64000,Note Book Fever,0,,,
"Dell Inspiron 5567 i5 7thGen/ 8GB / 1TB 15.6"" Backlit Laptop",Computing & Gaming,Dell,Rs59990,Logix Digital Systems Pvt. Ltd.,0,,,
"Lenovo Ideapad 320 Celeron 6th Gen 2GB, 500GB HDD 15.6 Inch Laptop",Computing & Gaming,Lenovo,Rs30000,Max International,4.5,,,
Dell Inspiron 3168/ Intel Quad Core/ 4GB / 500GB / HD 11.6'' Notebook - Blue,Computing & Gaming,Dell,Rs36500,Note Book Fever,0,,,
"Dell Inspiron 5570 i7 8th Gen 8GB/ 2TB/ 4GB Graphics AMD  tm 530 Series 15.6"" Laptop",Computing & Gaming,Dell,Rs89999,IT Global,5,,,
"Dell Inspiron 5570 i5 8th Gen 8GB/2TB/4GB Graphics AMD 530 Series 15.6"" Laptop",Computing & Gaming,Dell,Rs88900,Max International,4.5,,,
Dell Inspiron 5378/ i3/ 7th Gen/ 4GB / 1TB / FHD 13.3'' Notebook - Grey,Computing & Gaming,Dell,Rs50500,Note Book Fever,0,,,
Dell Inspiron 5378/ i5/ 7th Gen/ 8GB / 256GB/ FHD 13.3'' Notebook - Grey,Computing & Gaming,Dell,Rs73300,Note Book Fever,0,,,
Grey Solid Zip Windcheater For Women,Women's Fashion,,Rs749,Moonstar Tailors,2,,,
HP 15-AY/ i3/ 6th Gen/ 4GB / 1TB / HD 15.6'' Laptop - Silver,Computing & Gaming,HP,Rs41500,Note Book Fever,0,,,
Ck Be 200ml EDT for Men,Beauty & Health,,Rs3465,Fragrantica Nepal,3.8,,,
Maybelline Dream Satin Skin - Liquid Foundation SPF24 PA++ - 30mL - PO3,Beauty & Health,Maybelline,Rs1390,Elegance Store,0,,,
Maybelline AFFINIMAT Perfecting and Mattifying Powder-20-Nude Beige,Beauty & Health,Maybelline,Rs950,LAVISH ME,0,,,
L'Oreal Paris White Perfect - Toner - Bottle 200ml (OAP04002),Beauty & Health,L'Oreal Paris,Rs645,Elegance Store,0,,,
Restore Feminine Wash - 75 ml,Beauty & Health,,Rs999,Mero Shopping,0,,,
HQT-906 Fast Hair Straighter,Beauty & Health,,Rs885,KpItSolution,5,,,
L'Oreal Paris Youth Code - Eye Cream - Jar 15ml  (OAP03106),Beauty & Health,L'Oreal Paris,Rs1400,Elegance Store,0,,,
Digital Therapy Machine Full Body Pulse Muscle Relax Massager,Beauty & Health,,Rs3500,Mero Shopping,0,,,
Gemei GM-6077 Hair & Beard Trimmer,Beauty & Health,Gemei,Rs799,ElectroTech,0,,,
L'Oreal Paris Elvive Total Repair 5 Conditioner 70ml - OAP1220,Beauty & Health,L'Oreal Paris,Rs225,Elegance Store,0,,,
Kemei All In One Head To Toe Hair Trimmer For Men,Beauty & Health,Kemei,Rs1500,Mero Shopping,0,,,
AirPro N95 Six-layered 5 Separate Filtration Mask- Black,Beauty & Health,AirPro,Rs700,Paper Klay,4,,Good for normal day to day use...,80
L'Oreal Paris Hydra Power - Men's Mountain Water Milk- Pump 50ml (OAP01604),Beauty & Health,L'Oreal Paris,Rs1250,Elegance Store,0,,,
Nature's Essence Lavender Essential Oil 6ml,Beauty & Health,Nature's Essence,Rs300,NaturesEssenceNepal,4.5,,,
Maybelline FIT Me! Liquid Foundation (250 Sun Beige) - 30 ml,Beauty & Health,Maybelline,Rs1100,LAVISH ME,5,,Lovesss,10
"Nuvo Pack Of 3 EDT For Men (Appeal, Blue Sport, Aqua Homme)- 100ml",Beauty & Health,Nuvo,Rs1050,Nuvo,0,,,
Nova Hair Dryer,Beauty & Health,Nova,Rs387,KpItSolution,4,,,
"Nuvo Pack Of 3 EDT For Women (Cloud, Vanity, Magical)- 100ml",Beauty & Health,Nuvo,Rs1050,Nuvo,3,,,
Engage Pack Of 6 Engage Pocket Perfume For Men,Beauty & Health,Engage,Rs600,Ocean Trade and Suppliers,0,,,
Slique Face and Body Hair Threading,Beauty & Health,,Rs650,NayaaNaulo,5,,,
Gemei GEMEI GM-6008 Rechargeable Hair Clipper Trimmer ,Beauty & Health,Gemei,Rs1840,softvisionmultisolution,4,,,
Flawless Facial Hair Remover,Beauty & Health,,Rs1800,NayaaNaulo,0,,,
InStyler Styling Rotating Iron,Beauty & Health,InStyler,Rs2500,Shop In Nepal,5,,,
Maybelline Superstay 14 hrs Lipstick - 610 Beige For Good,Beauty & Health,Maybelline,Rs700,LAVISH ME,0,,,
Gemei Rechargeable 3 in 1 Gemei Shaver/Trimmer/Nose Trimmer - Gm 789,Beauty & Health,Gemei,Rs849,sastotrade,0,,,
Gemei GM-696 Rechargeable Trimmer,Beauty & Health,,Rs445,ElectroTech,5,,,
Revlon REVLON PHOTOREADY EYE ART LID+LINE+LASH 0.1 Fl -040 Fuchsia Flash,Beauty & Health,Revlon,Rs1200,Elegance Store,0,,,
Philips AT 610 Shaver For Men - Black,Beauty & Health,Philips,Rs4800,gharkostore,4,,,
Nova 2 in 1 Hair Straightener And Curler,Beauty & Health,Nova,Rs689,bestdeals,2.3,,,
Nature's Essence Sandalwood Essential Oil-6 ml,Beauty & Health,Nature's Essence,Rs200,NaturesEssenceNepal,5,,,
Simply Straight Ceramic Straightening Hair Brush-Black,Beauty & Health,,Rs1399,AB Tech,0,,,
Revlon PhotoReady Insta-Fix Highlighting Stick - 200 Pink Light,Beauty & Health,Revlon,Rs1650,Elegance Store,0,,,
Pax Moly KOREA Real Gold Facial Mask Pack (1 sheet ),Beauty & Health,Pax Moly,Rs90,Secret Island,0,,,
Maybelline Dream Sun Bronzing Powder,Beauty & Health,Maybelline,Rs750,LAVISH ME,0,,,
Sterling English Blazer Gift Set For Men- EDT (100ml) + Body Spray (150ml),Beauty & Health,Sterling,Rs1400,Nuvo,0,,,
Gemei Gm-702 Professional Rechargeable Hair Trimmer,Beauty & Health,Gemei,Rs399,KpItSolution,3,,price is good but,60
Technic Mega Nudes 12 Colour Eyeshadow Palette,Beauty & Health,Technic,Rs550,LAVISH ME,0,,,
Nikai Professional Trimmer NK-1706,Beauty & Health,Nikai,Rs1489,KpItSolution,0,,,
Kemei KM-290R Lady Rechargeable Epilator Shaver,Beauty & Health,Kemei,Rs949,99 Tech,0,,,
Philips AT610/14 Aqua Touch Electric Shaver - Black,Beauty & Health,Philips,Rs5790,Philips,5,,,
12 in 1 Stainless Steel  Professional Manicure Fashion Tool Set,Beauty & Health,,Rs999,Tiinn Nepal,0,,,
Maybelline New York Dream Matte Powder-03 Golden Beige,Beauty & Health,Maybelline,Rs900,LAVISH ME,0,,,
Handy Head Massager,Beauty & Health,,Rs115,NayaaNaulo,4,,,
L'Oreal Paris Color Riche La Palette Lip - Red,Beauty & Health,L'Oreal Paris,Rs1250,LAVISH ME,0,,,
Philips QG3320 Grooming Kit For Men,Beauty & Health,Philips,Rs4200,gharkostore,0,,,
Pax Moly Korean Real Aloe Vera Face Mask (1 sheet),Beauty & Health,Pax Moly,Rs90,Secret Island,0,,,
Kanti Herbal Eucalyptus Essential Oil - 8 ml,Beauty & Health,Kanti Herbal,Rs200,kantiherbalindustries,5,,"Gud,Best","10,10"
Maybelline Fruity Jelly Lip Gloss-Cherry Kiss,Beauty & Health,Maybelline,Rs790,Elegance Store,0,,,
Calvin Klein Ck One 200ml Edt For Men,Beauty & Health,Calvin Klein,Rs3465,Fragrantica Nepal,4,,,
SoulTree Shower Gel With Tulsi & Neem,Beauty & Health,SoulTree,Rs980,Soul Tree Official,0,,,
Micro Touch Max Trimmer For Men,Beauty & Health,,Rs1000,NepalTeleshop,0,,,
Rimmel BB Cream Matte (Light) - 30 ml,Beauty & Health,Rimmel,Rs1200,TheOriginals,0,,,
Lalique White Pour Homme EDT For Men-100ml,Beauty & Health,Lalique,Rs3465,Fragrantica Nepal,0,,,
Calvin Klein CK Free For Men- 100ml,Beauty & Health,Calvin Klein,Rs4855,TheOriginals,0,,,
Burberry London LDS Eau De Toilette For Women-100ml,Beauty & Health,Burberry,Rs4355,Fragrantica Nepal,0,,,
Revlon Photoready Insta-Fix Mu 120 Vanilla Rev41420-  6.8g,Beauty & Health,Revlon,Rs1650,Elegance Store,0,,,
Gemei GM-772 Hair Cutter With Accessories & Extra Battery,Beauty & Health,Gemei,Rs1599,KpItSolution,4,,,
Dr Morepen Facial Steam Inhaler Cum Facial Sauna,Beauty & Health,,Rs999,Onlineshopgroup,5,,,
Pax Moly Korean Aloe Vera  Whitening Soap (Face & Body)-100g,Beauty & Health,Pax Moly,Rs390,Secret Island,0,,,
Gemei GM-769 Professional Hair Clipper,Beauty & Health,Gemei,Rs649,e dokaan,0,,,
Pax Moly Korean Aloe Vera Soothing Gel/Jeju Aloe - 300g,Beauty & Health,Pax Moly,Rs690,Secret Island,5,,,
Maybelline Pure Mineral - BB Cream Moist 24 SPF35 Pa+++ - Light Shade,Beauty & Health,Maybelline,Rs990,Elegance Store,4.5,,,
Bvlgari Bvlgari Blv Men edt 100ml,Beauty & Health,Bvlgari,Rs4899,Fragrantica Nepal,0,,,
Facial Sauna Steamer,Beauty & Health,,Rs749,Onlineshopgroup,0,,,
Davidoff Cool Water EDT For Men- 125ml,Beauty & Health,Davidoff,Rs4400,TheOriginals,0,,,
Revlon Colorstay Makeup Foundation For Normal/Dry Skin - 110 Ivory,Beauty & Health,Revlon,Rs1500,Elegance Store,0,,,
Gemei GM-572  Waterproof 3 in 1 Hair Clipper and Trimmer,Beauty & Health,Gemei,Rs1100,softvisionmultisolution,0,,,
"Cordless Electric Lady Shaver, Legs/ Eyebrows Trimmer",Beauty & Health,,Rs397,KpItSolution,3.3,,,
Nature's Essence Bamboo Charcoal Soap 80gm,Beauty & Health,Nature's Essence,Rs150,NaturesEssenceNepal,0,,,
The Body Shop White Musk Eau De Toilette For Women-60 ml,Beauty & Health,The Body Shop,Rs3190,Thebodyshop,0,,,
Emper Maxima Femme Verano EDP For Women - 100 ml,Beauty & Health,Emper,Rs1300,Nuvo,0,,,
Gemei GM-2952 Professional Hair Straightener Brush,Beauty & Health,Gemei,Rs2500,NayaaNaulo,5,,,
Kanti Herbal Lemongrass Essenial Oil - 8 ml,Beauty & Health,Kanti Herbal,Rs200,kantiherbalindustries,5,,Best,10
L'Oreal Paris White Perfect - Day Cream SPF17 - 50ml (OAP04104),Beauty & Health,L'Oreal Paris,Rs945,Elegance Store,0,,,
Adidas Dynamic Pulse Body Spray For Men - 150 ml,Beauty & Health,Adidas,Rs225,Anayata Traders,0,,,
Nova Hair Dryer,Beauty & Health,Nova,Rs700,sastotrade,5,,,
The Body Shop Honeymania - Lip Butter - 10 mL,Beauty & Health,The Body Shop,Rs590,Thebodyshop,0,,,
"Nuvo Pack Of 3 EDT For Women (La Princes, Mariah, Trop.Paradise)- 100ml",Beauty & Health,Nuvo,Rs1050,Nuvo,0,,,
Calvin Klein Ck One 100ml EDT for Men and Women,Beauty & Health,Calvin Klein,Rs2575,Fragrantica Nepal,0,,,
Engage Pack Of 6 Pocket Perfume For Women,Beauty & Health,Engage,Rs599,e dokaan,0,,,
Technic Technic Colour fix  Full Coverage Concealer-  Shade Buff/Dark,Beauty & Health,Technic,Rs450,LAVISH ME,0,,,
L'Oreal Paris True Match Super Blendable Concealer- 1 Ivory,Beauty & Health,L'Oreal Paris,Rs720,LAVISH ME,0,,,
L'Oreal Paris Color Riche Blakes Pure Red,Beauty & Health,L'Oreal Paris,Rs1000,LAVISH ME,0,,,
Chloe Spray EDP For Women-75ml,Beauty & Health,Chloe,Rs8120,Fragrantica Nepal,0,,,
Revlon USA Colorburst Matte Balm Fiery,Beauty & Health,Revlon,Rs1300,Elegance Store,0,,,
Maybelline Pure Sun Mineral Bronzing Shimmer Powder-02 Sun  Kissed 8gm,Beauty & Health,Maybelline,Rs680,LAVISH ME,0,,,
Technic Brow Tamer Eyebrow Kit (Medium),Beauty & Health,Technic,Rs550,LAVISH ME,0,,,
